artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
50 Cent,Just A Lil Bit,237706,TRUE,2005,76,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,"hip hop, pop"
Crazy Frog,Axel F,168879,FALSE,2005,67,0.86,0.907,2,-3.321,1,0.0407,0.279,0.693,0.0648,0.786,138.045,pop
Eminem,Ass Like That,265480,TRUE,2004,52,0.646,0.796,2,-6.152,1,0.366,0.409,0,0.107,0.676,83.093,hip hop
Sean Paul,We Be Burnin',213066,FALSE,2005,59,0.95,0.803,1,-4.195,1,0.151,0.145,0,0.0748,0.86,117,"hip hop, pop"
Gwen Stefani,Rich Girl,236213,FALSE,2004,68,0.856,0.754,7,-2.728,0,0.0416,0.0294,1.49E-05,0.206,0.722,98.018,"pop, R&B"
The Chemical Brothers,Galvanize,393813,FALSE,2005,63,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,Dance/Electronic
Fort Minor,Remember the Name (feat. Styles of Beyond),230493,TRUE,2005,73,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.88,84.858,"hip hop, pop, rock"
50 Cent,Disco Inferno,214226,TRUE,2005,72,0.925,0.659,3,-4.763,1,0.231,0.206,7.88E-05,0.279,0.71,97.018,"hip hop, pop"
The Game,How We Do,235533,TRUE,2005,74,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,"hip hop, pop"
Chris Brown,Run It! (feat. Juelz Santana),229866,FALSE,2005,71,0.846,0.482,1,-6.721,0,0.129,0.0246,0,0.393,0.212,100.969,"hip hop, pop, R&B"
Mariah Carey,It's Like That,203360,FALSE,2005,0,0.8,0.633,8,-4.875,0,0.0514,0.0901,0,0.0315,0.836,95.953,"pop, R&B"
Black Eyed Peas,My Humps,326960,FALSE,2005,67,0.802,0.682,1,-5.924,0,0.222,0.111,1.39E-05,0.109,0.586,123.95,"hip hop, pop"
Ciara,Oh (feat. Ludacris),256346,FALSE,2004,61,0.8,0.496,7,-7.135,1,0.0506,0.000298,0,0.0697,0.357,128.29,"pop, R&B"
50 Cent,Outta Control - Remix,247506,TRUE,2005,60,0.772,0.599,8,-5.996,0,0.246,0.0277,0,0.0839,0.557,92.029,"hip hop, pop"
Baby Bash,"Baby, I'm Back",219920,TRUE,2005,4,0.899,0.365,9,-5.461,0,0.105,0.0508,0,0.097,0.749,100.01,"hip hop, pop, R&B, latin"
Jennifer Lopez,Get Right,225533,FALSE,2005,65,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.362,97.084,"hip hop, pop, R&B"
JAY-Z,Numb / Encore,205733,TRUE,2004,76,0.687,0.793,2,-4.254,1,0.166,0.0603,0,0.582,0.751,107.045,hip hop
The Game,Hate It Or Love It,206400,TRUE,2005,77,0.802,0.785,9,-4.781,1,0.207,0.14,0,0.123,0.435,99.998,"hip hop, pop"
Gorillaz,Feel Good Inc.,222640,FALSE,2005,82,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop
Black Eyed Peas,Don't Phunk With My Heart,239773,FALSE,2005,62,0.69,0.928,5,-2.76,0,0.061,0.00937,0,0.547,0.604,130.889,"hip hop, pop"
Akon,Lonely,235800,TRUE,2004,21,0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,90.098,pop
Bodyrockers,I Like The Way - Radio Edit,200053,FALSE,2005,54,0.642,0.851,6,-3.638,1,0.0431,0.0248,0.0146,0.084,0.777,127.988,"rock, Dance/Electronic"
Sugababes,Push The Button,218093,FALSE,2005,64,0.962,0.66,8,-5.096,1,0.061,0.0485,0,0.076,0.814,126.016,"pop, R&B"
Jeezy,Soul Survivor,280013,TRUE,2005,55,0.684,0.493,10,-7.728,1,0.0459,0.000839,0,0.157,0.08,84.03,"hip hop, pop"
Eminem,Mockingbird,250760,TRUE,2004,77,0.637,0.678,0,-3.798,1,0.266,0.209,0,0.156,0.254,84.039,hip hop
Shakira,La Tortura (feat. Alejandro Sanz),212893,FALSE,2005,72,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,"pop, latin"
Gorillaz,DARE,244999,FALSE,2005,73,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop
Snoop Dogg,Signs,236813,TRUE,2004,54,0.94,0.713,7,-5.308,1,0.127,0.0319,0.00076,0.325,0.666,112.955,"hip hop, pop"
Robbie Williams,Tripping,276603,FALSE,2005,58,0.666,0.922,2,-4.458,0,0.0429,0.0381,0.000191,0.0633,0.828,118.014,"pop, rock"
David Banner,Play,230133,TRUE,2005,52,0.837,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,95.027,"hip hop, pop"
Trillville,Some Cut,283454,TRUE,2004,50,0.9,0.515,1,-6.626,1,0.372,0.00341,0,0.111,0.659,84.995,"hip hop, pop"
D4L,Laffy Taffy,224253,TRUE,2005,63,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,"hip hop, pop"
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863,TRUE,2005,67,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.81,125.461,"hip hop, pop, R&B"
Rob Thomas,Lonely No More,226640,FALSE,2005,56,0.551,0.896,9,-3.152,0,0.109,0.033,0,0.0899,0.858,171.79,"pop, Folk/Acoustic"
Brian McFadden,Almost Here,229826,FALSE,2004,42,0.561,0.452,9,-7.324,0,0.0336,0.409,0,0.106,0.316,77.984,set()
Bobby V.,"Slow Down - 12"" Version",258666,FALSE,2005,65,0.568,0.732,11,-4.896,0,0.103,0.179,4.92E-06,0.401,0.626,186.048,"hip hop, pop, R&B"
Backstreet Boys,Incomplete,239586,FALSE,2005,63,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,pop
Pretty Ricky,Grind With Me,237733,TRUE,2005,63,0.7,0.538,1,-5.952,1,0.045,0.000204,0,0.105,0.189,136.518,"hip hop, pop, R&B"
Kanye West,Diamonds From Sierra Leone - Remix,233400,TRUE,2005,61,0.672,0.814,7,-3.768,1,0.27,0.258,0,0.164,0.379,97.043,hip hop
Snoop Dogg,Drop It Like It's Hot,266066,TRUE,2004,39,0.892,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,92.063,"hip hop, pop"
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,FALSE,2005,41,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.52,100.813,"hip hop, pop"
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,FALSE,2004,63,0.878,0.417,7,-6.799,1,0.361,0.0444,0,0.0833,0.904,77.49,"pop, R&B"
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,FALSE,2005,52,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,"pop, R&B"
Amerie,1 Thing,238746,FALSE,2008,52,0.636,0.946,10,-4.683,0,0.332,0.115,3.75E-05,0.0416,0.891,125.085,"hip hop, pop, R&B"
Ludacris,Get Back,270746,TRUE,2004,59,0.555,0.639,1,-5.16,1,0.263,0.0594,0,0.118,0.184,171.609,"hip hop, pop"
Franz Ferdinand,Do You Want To,215000,FALSE,2005,61,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock
Natalie Imbruglia,Shiver,222653,FALSE,200...
